Row	Column	Plane	Timepoint	Field	Channel ID	Channel Name	Channel Type	URL	ImageResolutionX [m]	ImageResolutionY [m]	ImageSizeX	ImageSizeY	PositionX [m]	PositionY [m]	Time Stamp	
1	1	1	0	1	1	EGFP	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-129-100-1114-99-18-48-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:53:51.487+01:00	
1	1	1	0	1	2	DAPI	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-129-100-1114-99-18-51-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:53:51.877+01:00	
1	2	1	0	1	1	EGFP	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-130-100-1114-99-18-48-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:53:53.187+01:00	
1	2	1	0	1	2	DAPI	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-130-100-1114-99-18-51-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:53:53.577+01:00	
1	3	1	0	1	1	EGFP	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-131-100-1114-99-18-48-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:54:48.830+01:00	
1	3	1	0	1	2	DAPI	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-131-100-1114-99-18-51-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:54:49.237+01:00	
1	4	1	0	1	1	EGFP	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-132-100-1114-99-18-48-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:54:51.343+01:00	
1	4	1	0	1	2	DAPI	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-132-100-1114-99-18-51-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:54:51.733+01:00	
1	5	1	0	1	1	EGFP	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-133-100-1114-99-18-48-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:55:50.857+01:00	
1	5	1	0	1	2	DAPI	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-133-100-1114-99-18-51-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:55:51.247+01:00	
1	6	1	0	1	1	EGFP	Fluorescence	http://opera2.dyn.scilifelab.se/ODA/Images/C/195c890b-bbfa-492a-9aa1-898236b76381/10-134-100-1114-99-18-48-108.tiff	1.19595216191352E-06	1.19595216191352E-06	1080	1080	0	0	2023-12-04T11:55:52.540+01:00	
